LAMMPS (10 Sep 2025)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (13.349999 13.349999 13.349999)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  108 atoms
  read_data CPU = 0.001 seconds
CUDA found, setting device type to torch::kCUDA.
Loading MACE model from "ar_finetune_epoch1.model-lammps.pt" ... finished.
  - The torch_float_dtype is: Float
  - The r_max is: 6.
  - The model has: 2 layers.
  - The MACE model atomic numbers are: 18.
  - The pair_coeff atomic numbers are: 18.
  - Mapping LAMMPS type 1 (Ar) to MACE type 1.
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mace, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
     70050   35.025         3.9731336      191.57016      4.0148381      195.585        290.28168      155084.85      2379.2701      3.0110926    
     70060   35.03          4.7670243      191.57141      3.9968932      195.5683       288.98422      155092.58      2379.2701      3.0110926    
     70070   35.035         5.5608621      191.60683      3.945245       195.55208      285.24994      155154.87      2379.2701      3.0110926    
     70080   35.04          6.3565305      191.67501      3.8617128      195.53672      279.21037      155265.63      2379.2701      3.0110926    
     70090   35.045         7.1502791      191.76822      3.7544534      195.52268      271.45529      155411.39      2379.2701      3.0110926    
     70100   35.05          7.943261       191.87394      3.6364802      195.51042      262.92556      155573.04      2379.2701      3.0110926    
     70110   35.055         8.738144       191.97739      3.5230168      195.50041      254.72191      155729.75      2379.2701      3.0110926    
     70120   35.06          9.5329605      192.0645       3.4284967      195.493        247.8879       155862.31      2379.2701      3.0110926    
     70130   35.065         10.329371      192.12444      3.3640208      195.48847      243.22614      155956.4       2379.2701      3.0110926    
     70140   35.07          11.127352      192.15125      3.3357719      195.48702      241.18369      156004.51      2379.2701      3.0110926    
     70150   35.075         11.923265      192.14436      3.3445014      195.48886      241.81485      156006.07      2379.2701      3.0110926    
     70160   35.08          12.719586      192.10818      3.3859717      195.49415      244.81324      155966.71      2379.2701      3.0110926    
     70170   35.085         13.513649      192.0509       3.4521491      195.50305      249.59802      155897.06      2379.2701      3.0110926    
     70180   35.09          14.306909      191.98284      3.5328577      195.5157       255.43343      155810.18      2379.2701      3.0110926    
     70190   35.095         15.10224       191.91468      3.6175262      195.53221      261.55514      155720.83      2379.2701      3.0110926    
     70200   35.1           15.898666      191.85598      3.6966777      195.55266      267.27798      155642.69      2379.2701      3.0110926    
     70210   35.105         16.694308      191.81406      3.7629925      195.57705      272.07268      155587.74      2379.2701      3.0110926    
     70220   35.11          17.488868      191.79338      3.8119924      195.60537      275.61549      155563.61      2379.2701      3.0110926    
     70230   35.115         18.282682      191.79513      3.8424518      195.63758      277.81776      155573.09      2379.2701      3.0110926    
     70240   35.12          19.078399      191.81716      3.8564786      195.67364      278.83193      155614.63      2379.2701      3.0110926    
     70250   35.125         19.875086      191.85443      3.8590506      195.71348      279.0179       155681.86      2379.2701      3.0110926    
     70260   35.13          20.673481      191.90019      3.8568604      195.75705      278.85954      155766.13      2379.2701      3.0110926    
     70270   35.135         21.469605      191.94758      3.8566703      195.80425      278.84579      155857.4       2379.2701      3.0110926    
     70280   35.14          22.2651        191.99113      3.8637545      195.85488      279.358        155946.2       2379.2701      3.0110926    
     70290   35.145         23.062004      192.02758      3.8810634      195.90864      280.60947      156025.05      2379.2701      3.0110926    
     70300   35.15          23.857413      192.05565      3.9093671      195.96502      282.65589      156088.4       2379.2701      3.0110926    
     70310   35.155         24.653913      192.07522      3.9480672      196.02328      285.45399      156133.76      2379.2701      3.0110926    
     70320   35.16          25.449647      192.08651      3.9960494      196.08256      288.92321      156160.89      2379.2701      3.0110926    
     70330   35.165         26.245264      192.08969      4.0520895      196.14178      292.97504      156171.24      2379.2701      3.0110926    
     70340   35.17          27.038822      192.08519      4.1147008      196.19989      297.50197      156168.27      2379.2701      3.0110926    
     70350   35.175         27.834705      192.0742       4.1815987      196.2558       302.33883      156157.34      2379.2701      3.0110926    
     70360   35.18          28.62856       192.0595       4.2490576      196.30855      307.21626      156146.28      2379.2701      3.0110926    
     70370   35.185         29.42049       192.04583      4.3115069      196.35734      311.73148      156143.58      2379.2701      3.0110926    
     70380   35.19          30.214804      192.03968      4.3618878      196.40157      315.37414      156158.55      2379.2701      3.0110926    
     70390   35.195         31.007976      192.04759      4.3932761      196.44087      317.64358      156198.22      2379.2701      3.0110926    
     70400   35.2           31.803156      192.07356      4.4016116      196.47517      318.24626      156264.98      2379.2701      3.0110926    
     70410   35.205         32.599017      192.1163       4.3883651      196.50466      317.2885       156354.57      2379.2701      3.0110926    
     70420   35.21          33.394661      192.16835      4.3614744      196.52982      315.34425      156455.46      2379.2701      3.0110926    
     70430   35.215         34.191218      192.21772      4.3335024      196.55122      313.32181      156551.59      2379.2701      3.0110926    
     70440   35.22          34.986215      192.25209      4.3174082      196.5695       312.15816      156626.74      2379.2701      3.0110926    
     70450   35.225         35.781969      192.2635       4.3216826      196.58518      312.46721      156669.96      2379.2701      3.0110926    
     70460   35.23          36.57728       192.25161      4.3470091      196.59862      314.29837      156678.96      2379.2701      3.0110926    
     70470   35.235         37.372016      192.22412      4.3859063      196.61003      317.11072      156661.45      2379.2701      3.0110926    
     70480   35.24          38.168635      192.19391      4.4255074      196.61942      319.97397      156631.3       2379.2701      3.0110926    
     70490   35.245         38.965013      192.17447      4.4523378      196.62681      321.91387      156604.03      2379.2701      3.0110926    
     70500   35.25          39.759806      192.17505      4.4571064      196.63215      322.25865      156590.75      2379.2701      3.0110926    
     70510   35.255         40.554251      192.19805      4.4375506      196.6356       320.84473      156596.46      2379.2701      3.0110926    
     70520   35.26          41.35077       192.23901      4.3983405      196.63735      318.00975      156619.59      2379.2701      3.0110926    
     70530   35.265         42.14573       192.28925      4.348485       196.63773      314.40509      156653.93      2379.2701      3.0110926    
     70540   35.27          42.941318      192.33932      4.2977486      196.63707      310.73673      156691.34      2379.2701      3.0110926    
     70550   35.275         43.737552      192.382        4.2536874      196.63568      307.55101      156725.43      2379.2701      3.0110926    
     70560   35.28          44.531405      192.41369      4.2201271      196.63382      305.12452      156752.82      2379.2701      3.0110926    
     70570   35.285         45.324795      192.43465      4.1970168      196.63166      303.4536       156774.12      2379.2701      3.0110926    
     70580   35.29          46.120728      192.44808      4.1812565      196.62934      302.31409      156791.98      2379.2701      3.0110926    
     70590   35.295         46.915482      192.45869      4.1682127      196.6269       301.371        156809.75      2379.2701      3.0110926    
     70600   35.3           47.710401      192.47075      4.1536774      196.62442      300.32006      156830.1       2379.2701      3.0110926    
     70610   35.305         48.503553      192.48621      4.1357693      196.62198      299.02527      156852.57      2379.2701      3.0110926    
     70620   35.31          49.294451      192.50354      4.1161039      196.61964      297.60341      156874.24      2379.2701      3.0110926    
     70630   35.315         50.088755      192.51774      4.0997635      196.6175       296.42197      156889.25      2379.2701      3.0110926    
     70640   35.32          50.883556      192.52159      4.094027       196.61561      296.00721      156889.94      2379.2701      3.0110926    
     70650   35.325         51.677542      192.50785      4.106138       196.61398      296.88286      156869.71      2379.2701      3.0110926    
     70660   35.33          52.471447      192.47195      4.1406054      196.61256      299.37493      156825.13      2379.2701      3.0110926    
     70670   35.335         53.268071      192.41443      4.1967237      196.61115      303.4324       156759.05      2379.2701      3.0110926    
     70680   35.34          54.065071      192.34222      4.2672269      196.60945      308.52994      156680.89      2379.2701      3.0110926    
     70690   35.345         54.863162      192.26817      4.3389239      196.6071       313.7138       156606.7       2379.2701      3.0110926    
     70700   35.35          55.657876      192.20821      4.3954856      196.60369      317.80333      156554.73      2379.2701      3.0110926    
     70710   35.355         56.452592      192.17742      4.4214933      196.59891      319.68375      156541.58      2379.2701      3.0110926    
     70720   35.36          57.258885      192.18631      4.4063294      196.59264      318.58736      156577.9       2379.2701      3.0110926    
     70730   35.365         58.071583      192.23814      4.3468221      196.58496      314.28485      156664.94      2379.2701      3.0110926    
     70740   35.37          58.882682      192.32809      4.2482143      196.57631      307.15529      156794.02      2379.2701      3.0110926    
     70750   35.375         59.689398      192.44373      4.1234792      196.56721      298.13666      156947.42      2379.2701      3.0110926    
     70760   35.38          60.494927      192.56717      3.9911776      196.55835      288.57097      157101.45      2379.2701      3.0110926    
     70770   35.385         61.303443      192.67816      3.8721598      196.55032      279.96572      157231.08      2379.2701      3.0110926    
     70780   35.39          62.109803      192.75798      3.7856099      196.54359      273.70797      157314.3       2379.2701      3.0110926    
     70790   35.395         62.917396      192.79319      3.7452517      196.53844      270.78998      157336.4       2379.2701      3.0110926    
     70800   35.4           63.726209      192.77829      3.7567074      196.535        271.61826      157292.35      2379.2701      3.0110926    
     70810   35.405         64.530363      192.71643      3.816774       196.53321      275.9612       157188.06      2379.2701      3.0110926    
     70820   35.41          65.336605      192.61811      3.914766       196.53288      283.04624      157038.78      2379.2701      3.0110926    
     70830   35.415         66.142019      192.49831      4.0353404      196.53365      291.76404      156865.31      2379.2701      3.0110926    
     70840   35.42          66.949092      192.37331      4.1617556      196.53507      300.90413      156690.23      2379.2701      3.0110926    
     70850   35.425         67.754582      192.25795      4.2785729      196.53653      309.35028      156533.69      2379.2701      3.0110926    
     70860   35.43          68.562494      192.16402      4.3733764      196.5374       316.20478      156411.52      2379.2701      3.0110926    
     70870   35.435         69.369674      192.09934      4.437798       196.53713      320.86261      156332.17      2379.2701      3.0110926    
     70880   35.44          70.174323      192.06686      4.4684339      196.53529      323.07765      156296.49      2379.2701      3.0110926    
     70890   35.445         70.982597      192.06382      4.4677784      196.5316       323.03026      156297.11      2379.2701      3.0110926    
     70900   35.45          71.789697      192.08148      4.4445064      196.52599      321.34764      156320.18      2379.2701      3.0110926    
     70910   35.455         72.596166      192.10636      4.4121317      196.51849      319.00688      156346.91      2379.2701      3.0110926    
     70920   35.46          73.400851      192.12346      4.3857035      196.50916      317.09607      156358.42      2379.2701      3.0110926    
     70930   35.465         74.205046      192.12054      4.377484       196.49803      316.50178      156339.55      2379.2701      3.0110926    
     70940   35.47          75.006838      192.09152      4.3934088      196.48492      317.65318      156283.29      2379.2701      3.0110926    
     70950   35.475         75.808134      192.03786      4.4316986      196.46956      320.42161      156192.31      2379.2701      3.0110926    
     70960   35.48          76.613606      191.9677       4.4837481      196.45144      324.18491      156077.94      2379.2701      3.0110926    
     70970   35.485         77.411929      191.8935       4.5365455      196.43005      328.00228      155957.74      2379.2701      3.0110926    
     70980   35.49          78.20429       191.82914      4.5756637      196.40481      330.8306       155851.36      2379.2701      3.0110926    
     70990   35.495         78.996786      191.78731      4.5880595      196.37537      331.72685      155776.94      2379.2701      3.0110926    
     71000   35.5           79.788003      191.77737      4.5642525      196.34162      330.00555      155748.52      2379.2701      3.0110926    
     71010   35.505         80.58077       191.80414      4.4997192      196.30386      325.33965      155774.71      2379.2701      3.0110926    
     71020   35.51          81.373889      191.86737      4.3954461      196.26282      317.80047      155856.82      2379.2701      3.0110926    
     71030   35.515         82.16832       191.96186      4.2576865      196.21954      307.84015      155988.37      2379.2701      3.0110926    
     71040   35.52          82.961381      192.07829      4.0970643      196.17536      296.22681      156155.68      2379.2701      3.0110926    
     71050   35.525         83.756438      192.20443      3.9271703      196.1316       283.9431       156340.02      2379.2701      3.0110926    
     71060   35.53          84.550329      192.32662      3.7628407      196.08946      272.0617       156519.89      2379.2701      3.0110926    
     71070   35.535         85.343392      192.43148      3.6183859      196.04987      261.6173       156674.07      2379.2701      3.0110926    
     71080   35.54          86.138107      192.50731      3.5060324      196.01335      253.49389      156783.69      2379.2701      3.0110926    
     71090   35.545         86.933243      192.54547      3.4346741      195.98014      248.33454      156834.71      2379.2701      3.0110926    
     71100   35.55          87.729703      192.54132      3.4088618      195.95018      246.46825      156819.82      2379.2701      3.0110926    
     71110   35.555         88.524697      192.4953       3.4279901      195.92329      247.85127      156739.42      2379.2701      3.0110926    
     71120   35.56          89.320799      192.41324      3.485875       195.89911      252.03647      156602.78      2379.2701      3.0110926    
     71130   35.565         90.1181        192.3062       3.5711176      195.87732      258.1997       156426.19      2379.2701      3.0110926    
     71140   35.57          90.916258      192.18894      3.6686101      195.85755      265.24862      156231.4       2379.2701      3.0110926    
     71150   35.575         91.712234      192.07729      3.7621986      195.83949      272.01528      156042.01      2379.2701      3.0110926    
     71160   35.58          92.509025      191.98483      3.8380184      195.82285      277.49722      155878.36      2379.2701      3.0110926    
     71170   35.585         93.302142      191.91991      3.887539       195.80745      281.07767      155753.79      2379.2701      3.0110926    
     71180   35.59          94.095677      191.88393      3.9092263      195.79316      282.64571      155672.66      2379.2701      3.0110926    
     71190   35.595         94.888805      191.87188      3.9081027      195.77999      282.56447      155630.61      2379.2701      3.0110926    
     71200   35.6           95.683629      191.87463      3.8933205      195.76796      281.49569      155617.25      2379.2701      3.0110926    
     71210   35.605         96.477929      191.88236      3.8747772      195.75714      280.15496      155619.33      2379.2701      3.0110926    
     71220   35.61          97.273035      191.88737      3.8602316      195.7476       279.10329      155623.69      2379.2701      3.0110926    
     71230   35.615         98.06753       191.88538      3.8539696      195.73935      278.65052      155620.32      2379.2701      3.0110926    
     71240   35.62          98.8633        191.87529      3.8571029      195.73239      278.87707      155603.01      2379.2701      3.0110926    
     71250   35.625         99.659748      191.85791      3.8687895      195.7267       279.72204      155570.2       2379.2701      3.0110926    
     71260   35.63          100.45694      191.83477      3.8874413      195.72221      281.0706       155524.6       2379.2701      3.0110926    
     71270   35.635         101.251        191.80758      3.9112799      195.71886      282.79419      155470.93      2379.2701      3.0110926    
     71280   35.64          102.04598      191.77845      3.9381047      195.71655      284.73368      155416.95      2379.2701      3.0110926    
     71290   35.645         102.84011      191.75057      3.964612       195.71519      286.65022      155371.35      2379.2701      3.0110926    
     71300   35.65          103.63506      191.72874      3.9859203      195.71466      288.19085      155344.18      2379.2701      3.0110926    
     71310   35.655         104.43167      191.71897      3.9959667      195.71493      288.91723      155344.39      2379.2701      3.0110926    
     71320   35.66          105.22441      191.72698      3.9889862      195.71597      288.41253      155378.08      2379.2701      3.0110926    
     71330   35.665         106.01905      191.75627      3.9615661      195.71784      286.42999      155446.67      2379.2701      3.0110926    
     71340   35.67          106.81375      191.80641      3.9142982      195.72071      283.01242      155545.97      2379.2701      3.0110926    
     71350   35.675         107.60754      191.87261      3.8521956      195.72481      278.52226      155667.13      2379.2701      3.0110926    
     71360   35.68          108.40426      191.94681      3.783675       195.73049      273.56807      155797.44      2379.2701      3.0110926    
     71370   35.685         109.19777      192.01948      3.7186247      195.73811      268.86479      155922.91      2379.2701      3.0110926    
     71380   35.69          109.991        192.08168      3.6664121      195.74809      265.08971      156030.36      2379.2701      3.0110926    
     71390   35.695         110.78495      192.12637      3.6345327      195.7609       262.78476      156109.04      2379.2701      3.0110926    
     71400   35.7           111.58019      192.14879      3.6281639      195.77695      262.32428      156151.74      2379.2701      3.0110926    
     71410   35.705         112.37629      192.1463       3.6504339      195.79674      263.93445      156154.21      2379.2701      3.0110926    
     71420   35.71          113.17023      192.11785      3.702903       195.82075      267.72808      156115.52      2379.2701      3.0110926    
     71430   35.715         113.96574      192.06377      3.7856783      195.84944      273.71292      156038.29      2379.2701      3.0110926    
     71440   35.72          114.76215      191.98642      3.896811       195.88323      281.74806      155929.58      2379.2701      3.0110926    
     71450   35.725         115.55712      191.8912       4.0311335      195.92233      291.45987      155801.36      2379.2701      3.0110926    
     71460   35.73          116.35364      191.78754      4.1792261      195.96676      302.16729      155670.24      2379.2701      3.0110926    
     71470   35.735         117.14782      191.68869      4.3274286      196.01612      312.88266      155556.42      2379.2701      3.0110926    
     71480   35.74          117.9403       191.61011      4.4594745      196.06958      322.42987      155480.69      2379.2701      3.0110926    
     71490   35.745         118.734        191.5664       4.5595591      196.12596      329.66621      155460.43      2379.2701      3.0110926    
     71500   35.75          119.51541      191.56784      4.615958       196.1838       333.74397      155505.76      2379.2701      3.0110926    
     71510   35.755         120.2762       191.6176       4.6240313      196.24163      334.32769      155616.23      2379.2701      3.0110926    
     71520   35.76          121.03496      191.71058      4.5876734      196.29825      331.69894      155780.84      2379.2701      3.0110926    
     71530   35.765         121.79437      191.83403      4.5187932      196.35283      326.71874      155978.76      2379.2701      3.0110926    
     71540   35.77          122.55342      191.97007      4.4349118      196.40498      320.65393      156183.57      2379.2701      3.0110926    
     71550   35.775         123.31415      192.09937      4.355333       196.45471      314.90021      156368.6       2379.2701      3.0110926    
     71560   35.78          124.07511      192.20554      4.2967084      196.50225      310.66152      156513.07      2379.2701      3.0110926    
     71570   35.785         124.8361       192.27879      4.269067       196.54785      308.66299      156605.85      2379.2701      3.0110926    
     71580   35.79          125.59814      192.3183       4.2734695      196.59177      308.9813       156648.9       2379.2701      3.0110926    
     71590   35.795         126.35959      192.33187      4.3021358      196.63401      311.05394      156656.6       2379.2701      3.0110926    
     71600   35.8           127.12044      192.33347      4.3409107      196.67438      313.85745      156652.65      2379.2701      3.0110926    
     71610   35.805         127.88049      192.33962      4.3729142      196.71254      316.17137      156664.03      2379.2701      3.0110926    
     71620   35.81          128.64426      192.3659       4.3821779      196.74807      316.84115      156715.98      2379.2701      3.0110926    
     71630   35.815         129.40677      192.42399      4.3567094      196.7807       314.99973      156826.39      2379.2701      3.0110926    
     71640   35.82          130.17173      192.51945      4.2908491      196.8103       310.23788      157001.97      2379.2701      3.0110926    
     71650   35.825         130.93589      192.6503       4.1867959      196.8371       302.71461      157236.26      2379.2701      3.0110926    
     71660   35.83          131.70217      192.80652      4.0550109      196.86153      293.18626      157509.82      2379.2701      3.0110926    
     71670   35.835         132.46782      192.97096      3.9132634      196.88422      282.9376       157791.8       2379.2701      3.0110926    
     71680   35.84          133.23119      193.12147      3.7844164      196.90589      273.62168      158044.49      2379.2701      3.0110926    
     71690   35.845         133.99629      193.23412      3.6930907      196.92721      267.01862      158230.45      2379.2701      3.0110926    
     71700   35.85          134.76435      193.28756      3.6612315      196.94879      264.71513      158318.22      2379.2701      3.0110926    
     71710   35.855         135.52889      193.26805      3.7030257      196.97107      267.73695      158290.67      2379.2701      3.0110926    
     71720   35.86          136.29426      193.17376      3.8204892      196.99425      276.22982      158147.72      2379.2701      3.0110926    
     71730   35.865         137.05939      193.01654      4.0016255      197.01816      289.32638      157908.48      2379.2701      3.0110926    
     71740   35.87          137.82372      192.81976      4.2224947      197.04225      305.29571      157608.71      2379.2701      3.0110926    
     71750   35.875         138.58837      192.61274      4.4527629      197.0655       321.94461      157292.19      2379.2701      3.0110926    
     71760   35.88          139.35168      192.42401      4.6625666      197.08658      337.11387      157003.38      2379.2701      3.0110926    
     71770   35.885         140.1171       192.27604      4.8281323      197.10417      349.08464      156779.11      2379.2701      3.0110926    
     71780   35.89          140.88178      192.18255      4.9346202      197.11717      356.78395      156643.45      2379.2701      3.0110926    
     71790   35.895         141.64727      192.14868      4.9762908      197.12497      359.79683      156606.69      2379.2701      3.0110926    
     71800   35.9           142.41138      192.17227      4.9552375      197.1275       358.27463      156665.32      2379.2701      3.0110926    
     71810   35.905         143.17492      192.24537      4.8799064      197.12527      352.82803      156804.11      2379.2701      3.0110926    
     71820   35.91          143.93896      192.35532      4.7637972      197.11912      344.43308      156999.28      2379.2701      3.0110926    
     71830   35.915         144.70394      192.48609      4.6240381      197.11013      334.32818      157221.84      2379.2701      3.0110926    
     71840   35.92          145.4674       192.61999      4.479389       197.09938      323.86973      157441.7       2379.2701      3.0110926    
     71850   35.925         146.23008      192.74016      4.3476516      197.08781      314.34483      157631.66      2379.2701      3.0110926    
     71860   35.93          146.99193      192.83301      4.2431182      197.07613      306.78683      157770.64      2379.2701      3.0110926    
     71870   35.935         147.75216      192.88987      4.1749041      197.06478      301.8548       157845.01      2379.2701      3.0110926    
     71880   35.94          148.51417      192.90739      4.1465548      197.05394      299.80508      157850.11      2379.2701      3.0110926    
     71890   35.945         149.27665      192.88697      4.1566426      197.04361      300.53445      157789.48      2379.2701      3.0110926    
     71900   35.95          150.03782      192.83388      4.1997248      197.03361      303.64939      157674.61      2379.2701      3.0110926    
     71910   35.955         150.79842      192.75645      4.2671711      197.02362      308.52591      157523.12      2379.2701      3.0110926    
     71920   35.96          151.56014      192.66541      4.3478326      197.01324      314.35791      157356.42      2379.2701      3.0110926    
     71930   35.965         152.32325      192.57307      4.4289342      197.002        320.22174      157197.3       2379.2701      3.0110926    
     71940   35.97          153.08461      192.49187      4.4976232      196.9895       325.1881       157066.59      2379.2701      3.0110926    
     71950   35.975         153.84786      192.43216      4.5432256      196.97538      328.48526      156979.37      2379.2701      3.0110926    
     71960   35.98          154.60983      192.3998       4.5596985      196.9595       329.67629      156942.49      2379.2701      3.0110926    
     71970   35.985         155.3729       192.39444      4.5474128      196.94186      328.788        156952.22      2379.2701      3.0110926    
     71980   35.99          156.13443      192.40916      4.513517       196.92268      326.33726      156994.37      2379.2701      3.0110926    
     71990   35.995         156.89863      192.43163      4.470604       196.90223      323.23456      157047.04      2379.2701      3.0110926    
     72000   36             157.66115      192.44681      4.4339874      196.8808       320.5871       157084.4       2379.2701      3.0110926    
Loop time of 157.661 on 1 procs for 2000 steps with 108 atoms

Performance: 0.548 ns/day, 43.795 hours/ns, 12.685 timesteps/s, 1.370 katom-step/s
100.0% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 157.6      | 157.6      | 157.6      |   0.0 | 99.96
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.023864   | 0.023864   | 0.023864   |   0.0 |  0.02
Output  | 0.027101   | 0.027101   | 0.027101   |   0.0 |  0.02
Modify  | 0.0053093  | 0.0053093  | 0.0053093  |   0.0 |  0.00
Other   |            | 0.002841   |            |       |  0.00

Nlocal:            108 ave         108 max         108 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           3322 ave        3322 max        3322 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:              0 ave           0 max           0 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:        57872 ave       57872 max       57872 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 57872
Ave neighs/atom = 535.85185
Neighbor list builds = 0
Dangerous builds = 0
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 72000
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
     72000   36             0              192.44682      4.4339874      196.8808       320.5871       157084.39      2379.2701      3.0110926    
     72010   36.005         0.76140949     192.44024      4.418308       196.85854      319.45344      157082.32      2379.2701      3.0110926    
     72020   36.01          1.5227073      192.40116      4.4342719      196.83543      320.60767      157023.64      2379.2701      3.0110926    
     72030   36.015         2.2857393      192.32503      4.4861623      196.81119      324.35946      156901.07      2379.2701      3.0110926    
     72040   36.02          3.0485069      192.21483      4.5705476      196.78538      330.4607       156719.5       2379.2701      3.0110926    
     72050   36.025         3.8100768      192.08096      4.6764105      196.75737      338.11483      156495.14      2379.2701      3.0110926    
     72060   36.03          4.5705489      191.93977      4.7867227      196.72649      346.09064      156253.89      2379.2701      3.0110926    
     72070   36.035         5.3299557      191.81093      4.8812475      196.69217      352.92499      156026.65      2379.2701      3.0110926    
     72080   36.04          6.0909656      191.71402      4.940097       196.65412      357.17994      155844.58      2379.2701      3.0110926    
     72090   36.045         6.8513632      191.66511      4.9473551      196.61247      357.70472      155733.12      2379.2701      3.0110926    
     72100   36.05          7.615037       191.67391      4.8940354      196.56794      353.84959      155708.65      2379.2701      3.0110926    
     72110   36.055         8.3780763      191.74204      4.7797632      196.5218       345.58745      155774.4       2379.2701      3.0110926    
     72120   36.06          9.1402836      191.86283      4.6128382      196.47567      333.5184       155922.06      2379.2701      3.0110926    
     72130   36.065         9.8993817      192.02261      4.4087065      196.43132      318.75923      156132.05      2379.2701      3.0110926    
     72140   36.07          10.660796      192.20307      4.1872409      196.39031      302.74678      156378.39      2379.2701      3.0110926    
     72150   36.075         11.423782      192.38429      3.9694781      196.35377      287.00205      156630.56      2379.2701      3.0110926    
     72160   36.08          12.187405      192.54783      3.7745226      196.32235      272.90633      156859.53      2379.2701      3.0110926    
     72170   36.085         12.949845      192.67897      3.6172025      196.29617      261.53174      157040.22      2379.2701      3.0110926    
     72180   36.09          13.714643      192.76826      3.506795       196.27505      253.54903      157156.16      2379.2701      3.0110926    
     72190   36.095         14.478797      192.8118       3.4468196      196.25862      249.21268      157200.48      2379.2701      3.0110926    
     72200   36.1           15.23829       192.81071      3.4356767      196.24639      248.40702      157175.8       2379.2701      3.0110926    
     72210   36.105         15.998468      192.7701       3.4677995      196.2379       250.72957      157092.2       2379.2701      3.0110926    
     72220   36.11          16.759669      192.69771      3.5349738      196.23269      255.58643      156965.11      2379.2701      3.0110926    
     72230   36.115         17.555896      192.60273      3.6275386      196.23027      262.27906      156811.68      2379.2701      3.0110926    
     72240   36.12          18.353477      192.49485      3.73532        196.23017      270.0719       156649.89      2379.2701      3.0110926    
     72250   36.125         19.153633      192.38361      3.8483066      196.23192      278.24108      156495.98      2379.2701      3.0110926    
     72260   36.13          19.951871      192.27776      3.9572074      196.23497      286.11485      156363.69      2379.2701      3.0110926    
     72270   36.135         20.752146      192.18474      4.0540754      196.23882      293.11862      156261.6       2379.2701      3.0110926    
     72280   36.14          21.551661      192.10992      4.1330602      196.24298      298.82939      156193.1       2379.2701      3.0110926    
     72290   36.145         22.352437      192.05598      4.1911134      196.24709      303.02677      156156.14      2379.2701      3.0110926    
     72300   36.15          23.149139      192.0225       4.2283363      196.25083      305.71806      156144.06      2379.2701      3.0110926    
     72310   36.155         23.944336      192.00629      4.2477628      196.25405      307.12265      156147.37      2379.2701      3.0110926    
     72320   36.16          24.739253      192.00205      4.2545933      196.25664      307.61651      156155.54      2379.2701      3.0110926    
     72330   36.165         25.537079      192.00353      4.2550674      196.2586       307.65078      156159.28      2379.2701      3.0110926    
     72340   36.17          26.343718      192.00479      4.2551685      196.25996      307.6581       156151.82      2379.2701      3.0110926    
     72350   36.175         27.151388      192.00147      4.2592562      196.26072      307.95365      156131.03      2379.2701      3.0110926    
     72360   36.18          27.957484      191.99219      4.2687219      196.26091      308.63803      156099.45      2379.2701      3.0110926    
     72370   36.185         28.762906      191.97948      4.2810014      196.26048      309.52587      156064.24      2379.2701      3.0110926    
     72380   36.19          29.571909      191.96985      4.2895327      196.25939      310.1427       156036.72      2379.2701      3.0110926    
     72390   36.195         30.379463      191.97244      4.2851697      196.25761      309.82725      156029.54      2379.2701      3.0110926    
     72400   36.2           31.185193      191.99616      4.2590283      196.25518      307.93717      156053.96      2379.2701      3.0110926    
     72410   36.205         31.990928      192.04634      4.2059706      196.25231      304.10097      156116.17      2379.2701      3.0110926    
     72420   36.21          32.795901      192.12186      4.1273665      196.24923      298.41772      156214.31      2379.2701      3.0110926    
     72430   36.215         33.603523      192.21453      4.031864       196.24639      291.51268      156337.46      2379.2701      3.0110926    
     72440   36.22          34.41194       192.31051      3.9337007      196.24421      284.41526      156468.3       2379.2701      3.0110926    
     72450   36.225         35.218786      192.39392      3.8491764      196.24309      278.30397      156586.92      2379.2701      3.0110926    
